Techstack,Project,Skills
"['JavaScript', 'TypeScript', 'Java', 'Go', 'PostGres', 'LangChain', 'React', 'Express', 'MongoDB', 'Apollo', 'GraphQL', 'React Native', 'Next Js', 'tRPC', 'TS', 'Tailwind', 'Prisma']","['dater', 'coinnewz', 'cavishekchatapp', 'switter']","['FullStack JS Developer', 'Mobile Application Developer', 'Animation in React Native', 'DevOps', 'Security', 'Software Development']"
